 S01E01_winter_is_coming.json S01E02_the_kingsroad.json S01E03_lord_snow.json S01E04_cripples,_bastards_and_broken_things.json S01E05_the_wolf_and_the_lion.json S01E06_a_golden_crown.json S01E07_you_win_or_you_die.json S01E08_the_pointy_end.json S01E09_baelor.json S01E10_fire_and_blood.json S02E01_the_north_remembers.json S02E02_the_night_lands.json S02E03_what_is_dead_may_never_die.json S02E04_garden_of_bones.json S02E05_the_ghost_of_harrenhal.json S02E06_the_old_gods_and_the_new.json S02E07_a_man_without_honor.json S02E08_the_prince_of_winterfell.json S02E09_blackwater.json S02E10_valar_morghulis.json S03E01_valar_dohaeris.json S03E02_dark_wings,_dark_words.json S03E03_walk_of_punishment.json S03E04_and_now_his_watch_is_ended.json S03E05_kissed_by_fire.json S03E06_the_climb.json S03E07_the_bear_and_the_maiden_fair.json S03E08_second_sons.json S03E09_the_rains_of_castamere.json S03E10_mhysa.json S04E01_two_swords.json S04E02_the_lion_and_the_rose.json S04E03_breaker_of_chains.json S04E04_oathkeeper.json S04E05_first_of_his_name.json S04E06_the_laws_of_gods_and_men.json S04E07_mockingbird.json S04E08_the_mountain_and_the_viper.json S04E09_the_watchers_on_the_wall.json S04E10_the_children.json S05E01_the_wars_to_come.json S05E02_the_house_of_black_and_white.json S05E03_high_sparrow.json S05E04_sons_of_the_harpy.json S05E05_kill_the_boy.json S05E06_unbowed,_unbent,_unbroken.json S05E07_the_gift.json S05E08_hardhome.json S05E09_the_dance_of_dragons.json S05E10_mother's_mercy.json S06E01_the_red_woman.json S06E02_home.json S06E03_oathbreaker.json S06E04_book_of_the_stranger.json S06E05_the_door.json
cruelti -0.216222066032 -0.198203560529 -0.234240571535 -0.198203560529 -0.216222066032 -0.342351604551 -0.144148044021 -0.342351604551 -0.198203560529 -0.162166549524 -0.234240571535 -0.0900925275134 -0.198203560529 -0.252259077037 -0.126129538519 -0.234240571535 -0.180185055027 -0.0900925275134 -0.27027758254 -0.216222066032 -0.306314593546 -0.198203560529 -0.378388615556 -0.450462637567 -0.684703209102 -0.216222066032 -0.27027758254 -0.234240571535 -0.342351604551 -0.450462637567 -0.396407121059 -0.27027758254 -0.162166549524 -0.180185055027 -0.126129538519 -0.0900925275134 -0.396407121059 -0.288296088043 -0.522536659578 -0.576592176086 -0.162166549524 -0.252259077037 -0.234240571535 -0.342351604551 -0.252259077037 -0.324333099048 -0.252259077037 -0.288296088043 -0.432444132064 -0.180185055027 -0.234240571535 -0.144148044021 -0.27027758254 -0.27027758254 -0.198203560529
certain 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
under -0.252259077037 -0.162166549524 -0.234240571535 -0.378388615556 -0.216222066032 -0.144148044021 -0.0720740220107 -0.288296088043 -0.162166549524 -0.306314593546 -0.162166549524 -0.0360370110054 -0.0360370110054 -0.342351604551 -0.0360370110054 -0.216222066032 -0.144148044021 -0.0720740220107 -0.126129538519 -0.108111033016 -0.198203560529 -0.414425626562 -0.594610681588 -0.396407121059 -0.576592176086 -0.126129538519 -0.324333099048 -0.306314593546 -0.180185055027 -0.324333099048 -0.342351604551 -0.324333099048 -0.144148044021 -0.144148044021 -0.144148044021 -0.126129538519 -0.234240571535 -0.252259077037 -0.378388615556 -0.414425626562 -0.126129538519 -0.306314593546 -0.144148044021 -0.450462637567 -0.342351604551 -0.054055516508 -0.216222066032 -0.252259077037 -0.432444132064 -0.0720740220107 -0.126129538519 -0.234240571535 -0.306314593546 -0.396407121059 -0.216222066032
lord -0.234240571535 -0.126129538519 -0.198203560529 -0.0720740220107 -0.054055516508 -0.216222066032 -0.198203560529 -0.198203560529 -0.162166549524 -0.216222066032 -0.180185055027 -0.0900925275134 -0.108111033016 -0.234240571535 -0.054055516508 -0.162166549524 -0.0900925275134 -0.0720740220107 -0.126129538519 -0.162166549524 -0.342351604551 -0.378388615556 -0.432444132064 -0.720740220107 -0.756777231112 -0.126129538519 -0.198203560529 -0.450462637567 -0.180185055027 -0.396407121059 -0.27027758254 -0.486499648572 -0.126129538519 -0.198203560529 -0.0900925275134 -0.126129538519 -0.144148044021 -0.288296088043 -0.252259077037 -0.432444132064 -0.0720740220107 -0.180185055027 -0.180185055027 -0.360370110054 -0.252259077037 -0.162166549524 -0.198203560529 -0.216222066032 -0.432444132064 -0.126129538519 -0.108111033016 -0.198203560529 -0.288296088043 -0.144148044021 -0.0900925275134
pride -0.162166549524 -0.180185055027 -0.144148044021 -0.252259077037 -0.216222066032 -0.27027758254 -0.162166549524 -0.144148044021 -0.180185055027 -0.198203560529 -0.108111033016 -0.0900925275134 -0.0900925275134 -0.342351604551 -0.144148044021 -0.108111033016 -0.144148044021 -0.054055516508 -0.0900925275134 -0.126129538519 -0.216222066032 -0.234240571535 -0.342351604551 -0.522536659578 -0.684703209102 -0.126129538519 -0.396407121059 -0.198203560529 -0.108111033016 -0.252259077037 -0.252259077037 -0.252259077037 -0.144148044021 -0.198203560529 -0.162166549524 -0.144148044021 -0.162166549524 -0.234240571535 -0.288296088043 -0.288296088043 -0.198203560529 -0.162166549524 -0.234240571535 -0.378388615556 -0.27027758254 -0.180185055027 -0.252259077037 -0.324333099048 -0.432444132064 -0.180185055027 -0.162166549524 -0.126129538519 -0.27027758254 -0.144148044021 -0.180185055027
lora 0.128443970677 0.165142248014 0.20184052535 0.311935357359 0.275237080023 0.348633634696 0.0366982773364 0.165142248014 0.385331912032 0.091745693341 0.110094832009 0.128443970677 0.110094832009 0.458728466705 0.128443970677 0.165142248014 0.0366982773364 0.0550474160046 0.293586218691 0.091745693341 0.238538802687 0.110094832009 0.366982773364 0.128443970677 0.348633634696 0.146793109346 0.146793109346 0.366982773364 0.0 0.422030189369 0.183491386682 0.550474160046 0.238538802687 0.256887941355 0.0733965546728 0.366982773364 0.366982773364 0.220189664018 0.0 0.789012962732 0.183491386682 0.128443970677 0.183491386682 0.238538802687 0.293586218691 0.275237080023 0.0366982773364 0.275237080023 0.0550474160046 0.146793109346 0.091745693341 0.256887941355 0.0733965546728 0.256887941355 0.128443970677
worth 0.220189664018 0.146793109346 0.238538802687 0.385331912032 0.20184052535 0.238538802687 0.110094832009 0.238538802687 0.275237080023 0.091745693341 0.0550474160046 0.0 0.110094832009 0.293586218691 0.0733965546728 0.128443970677 0.0733965546728 0.0 0.0550474160046 0.091745693341 0.220189664018 0.238538802687 0.385331912032 0.51377588271 0.862409517405 0.110094832009 0.275237080023 0.293586218691 0.0733965546728 0.220189664018 0.256887941355 0.110094832009 0.20184052535 0.183491386682 0.20184052535 0.183491386682 0.146793109346 0.128443970677 0.256887941355 0.20184052535 0.165142248014 0.128443970677 0.165142248014 0.366982773364 0.275237080023 0.128443970677 0.20184052535 0.220189664018 0.165142248014 0.110094832009 0.146793109346 0.183491386682 0.256887941355 0.128443970677 0.165142248014
merchant 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
lure 1.84820619395 1.61718041971 1.15512887122 2.6567964038 0.577564435609 0.231025774244 1.27064175834 2.07923196819 1.38615464546 1.0396159841 0.577564435609 0.462051548487 0.924103096975 0.0 0.0 0.693077322731 0.462051548487 0.462051548487 0.0 1.61718041971 1.73269330683 1.38615464546 0.693077322731 0.0 2.31025774244 1.0396159841 0.924103096975 0.0 1.84820619395 0.577564435609 2.77230929092 0.346538661366 0.231025774244 1.50166753258 1.61718041971 0.0 0.462051548487 0.231025774244 3.6964123879 4.62051548487 1.0396159841 1.15512887122 1.96371908107 1.27064175834 1.50166753258 0.0 0.577564435609 1.84820619395 0.924103096975 1.38615464546 1.0396159841 0.693077322731 3.11884795229 1.38615464546 0.693077322731
vermin 0.629701618566 0.259288901762 0.370412716803 0.555619075205 0.444495260164 0.555619075205 0.296330173443 0.259288901762 0.222247630082 0.222247630082 0.0740825433607 0.296330173443 0.185206358402 0.407453988484 0.0 0.0740825433607 0.111123815041 0.0 0.222247630082 0.370412716803 0.111123815041 0.259288901762 1.11123815041 0.851949248648 1.11123815041 0.185206358402 0.555619075205 0.703784161927 0.0 0.407453988484 0.185206358402 0.259288901762 0.185206358402 0.185206358402 0.148165086721 0.185206358402 0.259288901762 0.222247630082 0.111123815041 0.888990520328 0.592660346886 0.444495260164 0.296330173443 0.926031792009 0.481536531845 0.370412716803 0.629701618566 0.370412716803 0.592660346886 0.148165086721 0.222247630082 0.555619075205 0.296330173443 0.629701618566 0.111123815041
everi 0.679567972573 0.0 0.226522657524 0.755075525081 0.377537762541 0.302030210033 0.453045315049 0.453045315049 1.43464349765 0.604060420065 0.302030210033 0.453045315049 0.377537762541 0.453045315049 0.0 0.151015105016 0.604060420065 0.0 0.0 0.0 1.05710573511 1.8876888127 1.51015105016 2.56725678528 3.39783986287 0.377537762541 0.302030210033 0.528552867557 0.226522657524 0.604060420065 0.302030210033 0.679567972573 0.302030210033 0.755075525081 0.302030210033 0.528552867557 0.302030210033 0.755075525081 0.453045315049 1.43464349765 0.226522657524 0.528552867557 0.377537762541 1.8121812602 0.83058307759 0.981598182606 0.453045315049 0.604060420065 1.13261328762 0.528552867557 0.377537762541 0.679567972573 0.906090630098 0.83058307759 0.679567972573
risk 0.673073599813 0.392626266557 1.23396826632 0.953520933068 0.785252533115 0.729163066464 0.504805199859 0.336536799906 0.56089466651 0.841341999766 0.729163066464 0.336536799906 0.224357866604 1.00961039972 0.448715733208 0.448715733208 0.448715733208 0.336536799906 0.504805199859 0.616984133161 0.56089466651 0.504805199859 0.673073599813 0.56089466651 1.62659453288 0.336536799906 0.616984133161 0.280447333255 0.0 0.785252533115 0.673073599813 0.785252533115 0.448715733208 0.280447333255 0.336536799906 0.336536799906 0.112178933302 0.168268399953 0.0 0.448715733208 0.448715733208 0.673073599813 0.504805199859 0.280447333255 0.0 0.392626266557 0.448715733208 0.448715733208 0.448715733208 0.224357866604 0.0 0.224357866604 0.336536799906 0.392626266557 0.56089466651
blanket -0.198203560529 -0.108111033016 -0.054055516508 -0.144148044021 -0.108111033016 -0.126129538519 -0.126129538519 -0.0900925275134 -0.162166549524 -0.180185055027 -0.0900925275134 -0.0720740220107 -0.108111033016 -0.252259077037 -0.0720740220107 -0.126129538519 -0.108111033016 -0.0900925275134 -0.162166549524 -0.180185055027 -0.162166549524 -0.216222066032 -0.306314593546 -0.252259077037 -0.396407121059 -0.054055516508 -0.180185055027 -0.198203560529 -0.126129538519 -0.252259077037 -0.0900925275134 -0.198203560529 -0.0720740220107 -0.162166549524 -0.126129538519 -0.108111033016 -0.054055516508 -0.162166549524 -0.234240571535 -0.432444132064 -0.108111033016 -0.180185055027 -0.0900925275134 -0.288296088043 -0.144148044021 -0.216222066032 -0.126129538519 -0.144148044021 -0.288296088043 -0.162166549524 -0.0720740220107 -0.0900925275134 -0.126129538519 -0.162166549524 -0.054055516508
rise 0.231025774244 0.924103096975 0.346538661366 0.924103096975 0.808590209853 0.808590209853 0.808590209853 0.924103096975 0.346538661366 0.808590209853 0.462051548487 0.346538661366 0.0 0.577564435609 0.0 0.0 0.808590209853 0.0 0.346538661366 0.0 1.0396159841 3.34987372653 2.77230929092 3.81192527502 6.23769590458 0.462051548487 0.924103096975 0.693077322731 0.231025774244 0.462051548487 2.19474485532 0.924103096975 0.346538661366 0.577564435609 0.0 1.15512887122 0.577564435609 1.50166753258 0.693077322731 2.42577062956 0.231025774244 0.346538661366 0.0 2.6567964038 0.808590209853 0.808590209853 0.231025774244 0.231025774244 2.42577062956 0.924103096975 0.577564435609 1.50166753258 1.50166753258 0.924103096975 0.924103096975
voic 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
arous 0.148165086721 0.111123815041 0.222247630082 0.222247630082 0.222247630082 0.333371445123 0.259288901762 0.444495260164 0.148165086721 0.370412716803 0.185206358402 0.0 0.148165086721 0.444495260164 0.0 0.185206358402 0.148165086721 0.0 0.148165086721 0.296330173443 0.592660346886 0.481536531845 0.814907976968 0.629701618566 1.03715560705 0.0740825433607 0.259288901762 0.259288901762 0.407453988484 0.333371445123 0.629701618566 0.333371445123 0.148165086721 0.185206358402 0.333371445123 0.148165086721 0.296330173443 0.333371445123 0.444495260164 1.14827942209 0.185206358402 0.259288901762 0.259288901762 0.444495260164 0.296330173443 0.259288901762 0.333371445123 0.259288901762 0.148165086721 0.185206358402 0.296330173443 0.333371445123 0.259288901762 0.222247630082 0.222247630082
appar 0.128443970677 0.128443970677 0.0 0.238538802687 0.128443970677 0.128443970677 0.165142248014 0.183491386682 0.091745693341 0.110094832009 0.128443970677 0.128443970677 0.0366982773364 0.183491386682 0.0366982773364 0.110094832009 0.0366982773364 0.0 0.091745693341 0.0733965546728 0.238538802687 0.183491386682 0.330284496028 0.348633634696 0.440379328037 0.165142248014 0.146793109346 0.20184052535 0.0366982773364 0.275237080023 0.165142248014 0.146793109346 0.091745693341 0.110094832009 0.0733965546728 0.128443970677 0.0550474160046 0.110094832009 0.110094832009 0.311935357359 0.146793109346 0.091745693341 0.128443970677 0.275237080023 0.183491386682 0.165142248014 0.110094832009 0.220189664018 0.183491386682 0.183491386682 0.091745693341 0.20184052535 0.238538802687 0.20184052535 0.091745693341
enslav 0.111123815041 0.259288901762 0.259288901762 0.259288901762 0.296330173443 0.0 0.222247630082 0.370412716803 0.259288901762 0.518577803525 0.111123815041 0.0740825433607 0.0740825433607 0.222247630082 0.0740825433607 0.111123815041 0.444495260164 0.0740825433607 0.185206358402 0.148165086721 0.222247630082 0.666742890246 0.851949248648 0.888990520328 0.814907976968 0.148165086721 0.370412716803 0.333371445123 0.111123815041 0.555619075205 0.592660346886 0.111123815041 0.0 0.148165086721 0.185206358402 0.0 0.148165086721 0.407453988484 0.296330173443 0.481536531845 0.296330173443 0.148165086721 0.0740825433607 0.518577803525 0.370412716803 0.370412716803 0.185206358402 0.444495260164 0.407453988484 0.333371445123 0.333371445123 0.111123815041 0.333371445123 0.740825433607 0.296330173443
vast 0.296330173443 0.259288901762 0.111123815041 0.296330173443 0.296330173443 0.222247630082 0.222247630082 0.407453988484 0.222247630082 0.185206358402 0.222247630082 0.148165086721 0.0 0.592660346886 0.0740825433607 0.222247630082 0.185206358402 0.0 0.0 0.222247630082 0.222247630082 0.518577803525 0.518577803525 0.629701618566 1.00011433537 0.222247630082 0.296330173443 0.222247630082 0.222247630082 0.444495260164 0.259288901762 0.185206358402 0.111123815041 0.333371445123 0.222247630082 0.111123815041 0.185206358402 0.222247630082 0.407453988484 0.888990520328 0.333371445123 0.111123815041 0.111123815041 0.555619075205 0.0740825433607 0.407453988484 0.296330173443 0.259288901762 0.333371445123 0.222247630082 0.333371445123 0.370412716803 0.407453988484 0.259288901762 0.148165086721
disturb 0.224357866604 0.224357866604 0.168268399953 0.112178933302 0.224357866604 0.336536799906 0.224357866604 0.392626266557 0.0 0.729163066464 0.448715733208 0.0 0.112178933302 0.280447333255 0.168268399953 0.224357866604 0.112178933302 0.0 0.112178933302 0.168268399953 0.504805199859 0.392626266557 0.953520933068 1.40223666628 1.17787879967 0.168268399953 0.616984133161 0.280447333255 0.448715733208 1.00961039972 0.841341999766 0.504805199859 0.168268399953 0.56089466651 0.280447333255 0.0 0.616984133161 0.336536799906 0.504805199859 1.79486293283 0.112178933302 0.336536799906 0.616984133161 0.504805199859 0.336536799906 0.729163066464 0.504805199859 0.336536799906 0.673073599813 0.336536799906 0.224357866604 0.616984133161 0.448715733208 0.336536799906 0.280447333255
prize 2.22917611783 0.0 2.22917611783 1.27381492447 3.18453731119 1.59226865559 1.59226865559 0.955361193356 2.86608358007 1.91072238671 3.18453731119 0.0 0.0 0.0 0.0 0.0 4.13989850454 0.636907462237 0.0 1.91072238671 0.0 5.41371342902 5.41371342902 8.27979700908 17.1965014804 2.86608358007 8.27979700908 0.0 0.0 0.955361193356 7.00598208461 2.22917611783 1.91072238671 3.82144477342 0.0 1.59226865559 1.59226865559 2.54762984895 0.0 2.86608358007 0.955361193356 1.91072238671 0.0 7.32443581573 0.0 3.82144477342 1.59226865559 0.0 7.32443581573 1.27381492447 0.955361193356 2.54762984895 1.27381492447 1.27381492447 0.0
wooden 0.802682781849 1.20402417277 0.602012086386 1.6053655637 0.0 1.00335347731 0.0 2.20737765008 1.40469486824 1.20402417277 0.602012086386 0.0 0.802682781849 3.21073112739 0.0 1.20402417277 2.40804834555 0.0 1.20402417277 0.401341390924 1.40469486824 4.61542599563 0.0 2.60871904101 2.60871904101 1.80603625916 1.00335347731 2.80938973647 0.0 2.60871904101 1.40469486824 1.00335347731 1.6053655637 1.80603625916 3.61207251832 0.401341390924 3.21073112739 1.00335347731 0.0 0.0 1.40469486824 1.20402417277 2.00670695462 2.60871904101 4.81609669109 2.40804834555 3.21073112739 1.00335347731 0.0 1.6053655637 2.00670695462 0.802682781849 0.0 2.20737765008 2.20737765008
sleev 2.04341258579 0.943113501134 1.25748466818 0.785927917612 0.62874233409 2.04341258579 1.72904141875 0.62874233409 1.57185583522 2.51496933636 0.471556750567 0.471556750567 0.0 1.4146702517 0.62874233409 0.471556750567 0.785927917612 0.0 0.0 1.10029908466 2.67215491988 0.0 2.8293405034 2.8293405034 2.04341258579 0.0 1.88622700227 1.88622700227 0.62874233409 1.4146702517 2.04341258579 0.0 0.314371167045 0.314371167045 0.62874233409 1.10029908466 1.25748466818 1.57185583522 0.0 2.20059816931 0.943113501134 0.62874233409 0.0 1.72904141875 2.20059816931 0.62874233409 0.314371167045 2.20059816931 1.10029908466 0.943113501134 0.785927917612 0.0 1.10029908466 2.20059816931 1.4146702517
huddl 0.448715733208 0.224357866604 0.168268399953 0.0 0.504805199859 0.336536799906 0.392626266557 0.336536799906 0.224357866604 0.56089466651 0.112178933302 0.112178933302 0.112178933302 0.504805199859 0.0 0.112178933302 0.168268399953 0.0 0.168268399953 0.280447333255 0.616984133161 0.673073599813 0.673073599813 1.51441559958 2.29966813269 0.0 0.673073599813 0.392626266557 0.336536799906 0.616984133161 0.392626266557 0.616984133161 0.224357866604 0.168268399953 0.168268399953 0.224357866604 0.168268399953 0.392626266557 0.224357866604 0.841341999766 0.280447333255 0.504805199859 0.448715733208 1.00961039972 0.224357866604 0.224357866604 0.336536799906 0.280447333255 0.673073599813 0.280447333255 0.112178933302 0.168268399953 0.448715733208 0.224357866604 0.504805199859
outrid 0.165142248014 0.0733965546728 0.091745693341 0.165142248014 0.0733965546728 0.165142248014 0.128443970677 0.183491386682 0.128443970677 0.0733965546728 0.091745693341 0.146793109346 0.0550474160046 0.110094832009 0.0 0.0550474160046 0.091745693341 0.0366982773364 0.0733965546728 0.146793109346 0.220189664018 0.275237080023 0.165142248014 0.348633634696 0.495426744041 0.091745693341 0.165142248014 0.0733965546728 0.128443970677 0.128443970677 0.128443970677 0.110094832009 0.0550474160046 0.0550474160046 0.110094832009 0.0 0.110094832009 0.0550474160046 0.128443970677 0.238538802687 0.0366982773364 0.091745693341 0.110094832009 0.20184052535 0.183491386682 0.238538802687 0.091745693341 0.091745693341 0.110094832009 0.0733965546728 0.146793109346 0.165142248014 0.128443970677 0.146793109346 0.091745693341
obsess 0.392626266557 0.504805199859 0.392626266557 0.785252533115 0.56089466651 0.504805199859 0.673073599813 0.392626266557 0.392626266557 0.729163066464 0.336536799906 0.168268399953 0.0 0.224357866604 0.0 0.168268399953 0.112178933302 0.224357866604 0.392626266557 0.280447333255 0.112178933302 0.504805199859 0.224357866604 0.168268399953 0.616984133161 0.673073599813 0.448715733208 0.448715733208 0.224357866604 0.616984133161 0.448715733208 0.224357866604 0.0 0.224357866604 0.448715733208 0.168268399953 0.673073599813 0.56089466651 0.280447333255 0.616984133161 0.280447333255 0.392626266557 0.280447333255 0.224357866604 0.785252533115 0.785252533115 0.56089466651 0.448715733208 0.0 0.336536799906 0.336536799906 0.729163066464 0.336536799906 0.448715733208 0.280447333255
guardsmen 1.0890573946 0.544528697298 0.680660871623 0.544528697298 0.680660871623 0.680660871623 1.22518956892 0.680660871623 0.272264348649 1.22518956892 0.952925220272 0.544528697298 0.544528697298 1.49745391757 0.408396522974 0.544528697298 0.952925220272 0.0 1.22518956892 0.0 0.816793045947 0.408396522974 0.408396522974 2.31424696352 1.76971826622 1.63358609189 0.0 0.544528697298 0.0 0.272264348649 0.816793045947 0.952925220272 0.816793045947 0.952925220272 0.816793045947 0.272264348649 1.0890573946 0.0 0.0 2.04198261487 2.45037913784 1.90585044054 1.63358609189 1.90585044054 0.0 1.90585044054 2.04198261487 0.544528697298 0.272264348649 1.63358609189 0.408396522974 1.0890573946 1.36132174325 0.952925220272 0.0
enjoy 0.259288901762 0.111123815041 0.0740825433607 0.0740825433607 0.333371445123 0.148165086721 0.0740825433607 0.296330173443 0.185206358402 0.259288901762 0.0740825433607 0.0740825433607 0.0 0.222247630082 0.0740825433607 0.185206358402 0.0740825433607 0.148165086721 0.148165086721 0.259288901762 0.259288901762 0.185206358402 0.222247630082 0.592660346886 0.666742890246 0.148165086721 0.259288901762 0.185206358402 0.629701618566 0.148165086721 0.333371445123 0.222247630082 0.111123815041 0.111123815041 0.259288901762 0.222247630082 0.185206358402 0.148165086721 0.444495260164 0.666742890246 0.0 0.148165086721 0.0 0.370412716803 0.185206358402 0.0740825433607 0.0740825433607 0.481536531845 0.259288901762 0.222247630082 0.222247630082 0.185206358402 0.185206358402 0.0740825433607 0.407453988484
hord 0.680660871623 0.272264348649 0.816793045947 0.544528697298 1.76971826622 1.22518956892 1.22518956892 2.31424696352 0.680660871623 0.952925220272 0.816793045947 0.952925220272 0.680660871623 3.40330435811 0.680660871623 0.544528697298 0.816793045947 0.408396522974 0.816793045947 0.952925220272 1.0890573946 1.0890573946 1.90585044054 1.36132174325 4.08396522974 0.544528697298 0.408396522974 0.816793045947 0.272264348649 1.22518956892 0.952925220272 0.272264348649 0.0 0.272264348649 0.272264348649 0.0 0.0 0.544528697298 0.0 0.680660871623 0.408396522974 0.680660871623 0.680660871623 0.952925220272 0.272264348649 0.544528697298 0.0 0.544528697298 0.816793045947 0.0 0.272264348649 0.0 0.272264348649 0.816793045947 0.0
constern 0.492266139078 2.95359683447 1.23066534769 1.47679841723 0.738399208617 0.492266139078 0.0 2.46133069539 2.46133069539 1.96906455631 0.984532278156 1.23066534769 0.984532278156 1.96906455631 0.738399208617 1.72293148677 0.738399208617 1.47679841723 0.0 0.984532278156 0.0 1.72293148677 1.72293148677 0.984532278156 3.44586297354 1.47679841723 0.0 1.47679841723 0.738399208617 1.96906455631 4.4303952517 0.0 1.72293148677 0.0 0.492266139078 0.0 2.21519762585 0.492266139078 0.0 3.44586297354 0.0 2.46133069539 2.70746376493 0.0 0.0 6.64559287755 0.0 0.738399208617 3.44586297354 1.96906455631 0.984532278156 1.72293148677 3.69199604308 0.0 1.96906455631
naiv 2.14430146492 1.2508425212 1.78691788743 1.60822609869 1.07215073246 0.357383577487 0.893458943717 1.07215073246 1.42953430995 1.60822609869 1.60822609869 1.07215073246 1.42953430995 2.68037683115 0.893458943717 1.60822609869 1.07215073246 0.893458943717 0.0 1.60822609869 0.53607536623 2.32299325366 1.2508425212 2.68037683115 2.85906861989 0.714767154974 0.714767154974 0.357383577487 1.2508425212 2.32299325366 0.714767154974 1.42953430995 0.53607536623 0.893458943717 0.53607536623 0.0 0.714767154974 0.0 0.0 0.714767154974 0.0 1.2508425212 1.2508425212 1.07215073246 0.714767154974 0.53607536623 0.0 0.0 0.0 0.0 0.0 0.357383577487 1.42953430995 1.2508425212 0.714767154974
direct 0.602012086386 0.0 1.40469486824 1.20402417277 0.401341390924 1.40469486824 0.802682781849 0.401341390924 0.401341390924 1.00335347731 0.0 0.0 0.0 1.40469486824 0.0 0.0 0.802682781849 0.401341390924 0.0 0.0 1.00335347731 3.01006043193 3.41140182286 4.41475530017 9.43152268672 0.401341390924 1.6053655637 1.40469486824 0.802682781849 0.401341390924 0.602012086386 0.602012086386 1.00335347731 0.602012086386 0.602012086386 0.0 0.602012086386 2.00670695462 0.602012086386 1.40469486824 1.00335347731 0.802682781849 0.0 2.80938973647 0.802682781849 0.802682781849 0.602012086386 1.20402417277 4.01341390924 0.602012086386 0.802682781849 2.00670695462 1.20402417277 0.401341390924 0.0
horn 0.66717125863 0.285930539413 0.381240719217 0.762481438435 0.476550899022 0.285930539413 0.476550899022 0.381240719217 0.0 0.571861078826 0.66717125863 0.190620359609 0.0 0.66717125863 0.0 0.190620359609 0.0 0.0 0.0 0.190620359609 0.66717125863 1.14372215765 1.33434251726 1.04841197785 2.2874443153 0.381240719217 0.381240719217 0.476550899022 0.476550899022 0.571861078826 0.190620359609 0.381240719217 0.285930539413 0.190620359609 0.285930539413 0.381240719217 0.476550899022 1.04841197785 0.285930539413 1.23903233746 0.381240719217 0.381240719217 0.476550899022 0.762481438435 0.285930539413 1.14372215765 0.190620359609 0.476550899022 1.33434251726 0.285930539413 0.66717125863 0.476550899022 1.14372215765 0.762481438435 0.381240719217
nail 1.11571775657 0.669430653943 0.446287102628 2.00829196183 0.892574205257 0.446287102628 0.446287102628 1.11571775657 0.0 2.00829196183 0.0 0.0 0.669430653943 2.45457906446 0.0 0.0 0.0 0.0 0.446287102628 0.0 0.669430653943 2.90086616708 4.01658392366 4.01658392366 7.14059364205 0.669430653943 1.33886130789 2.67772261577 0.892574205257 0.669430653943 0.446287102628 1.5620048592 0.446287102628 0.446287102628 0.669430653943 0.0 0.669430653943 1.78514841051 0.0 3.79344037234 0.669430653943 1.33886130789 0.669430653943 2.00829196183 1.11571775657 1.11571775657 0.669430653943 0.892574205257 2.45457906446 0.0 1.33886130789 2.00829196183 1.78514841051 2.00829196183 0.0
consequ 0.314371167045 0.785927917612 0.0 0.471556750567 0.314371167045 0.471556750567 0.471556750567 0.785927917612 0.314371167045 0.785927917612 0.0 0.0 0.0 1.4146702517 0.0 0.62874233409 0.314371167045 0.0 0.0 0.0 0.62874233409 1.10029908466 0.62874233409 3.30089725397 2.35778375284 0.62874233409 0.785927917612 1.25748466818 0.314371167045 0.62874233409 1.72904141875 1.4146702517 0.785927917612 0.471556750567 0.62874233409 0.943113501134 1.10029908466 0.314371167045 0.314371167045 2.04341258579 0.0 0.314371167045 0.785927917612 2.51496933636 1.10029908466 1.88622700227 0.471556750567 0.785927917612 1.72904141875 0.785927917612 0.62874233409 0.785927917612 2.20059816931 2.04341258579 1.57185583522
